neighborhood,area,rooms,age,parking,price
صادقیه,160,4,10,0,13066149118
صادقیه,160,4,10,1,13236867029
صادقیه,160,4,15,0,12016353151
صادقیه,160,4,15,1,12968111575
صادقیه,160,4,20,0,11450356683
صادقیه,160,4,20,1,12147272019
صادقیه,160,4,25,0,11203469752
صادقیه,160,4,25,1,11487206632
صادقیه,160,5,0,0,14391852918
صادقیه,160,5,0,1,15254389573
صادقیه,160,5,5,0,13846128196
صادقیه,160,5,5,1,14432868049
صادقیه,160,5,10,0,13592072913
صادقیه,160,5,10,1,13852710176
صادقیه,160,5,15,0,12405689584
صادقیه,160,5,15,1,13295050969
صادقیه,160,5,20,0,11875565029
صادقیه,160,5,20,1,12762202019
صادقیه,160,5,25,0,11656129690
صادقیه,160,5,25,1,12276637851
صادقیه,170,1,0,0,13535737561
صادقیه,170,1,0,1,13929370600
صادقیه,170,1,5,0,12800488010
صادقیه,170,1,5,1,13308035982
صادقیه,170,1,10,0,12125999213
صادقیه,170,1,10,1,12875374233
صادقیه,170,1,15,0,11499214563
صادقیه,170,1,15,1,12345284807
صادقیه,170,1,20,0,11080335897
صادقیه,170,1,20,1,11365647834
صادقیه,170,1,25,0,10037303817
صادقیه,170,1,25,1,10745790209
صادقیه,170,2,0,0,13947908566
صادقیه,170,2,0,1,14172736912
صادقیه,170,2,5,0,13367474368
صادقیه,170,2,5,1,13554854632
صادقیه,170,2,10,0,12471436851
صادقیه,170,2,10,1,13130841983
صادقیه,170,2,15,0,12183598384
صادقیه,170,2,15,1,12798983850
صادقیه,170,2,20,0,11544379241
صادقیه,170,2,20,1,12280392366
صادقیه,170,2,25,0,10792918096
صادقیه,170,2,25,1,11276151566
صادقیه,170,3,0,0,14332053214
صادقیه,170,3,0,1,14789741153
صادقیه,170,3,5,0,13625779354
صادقیه,170,3,5,1,14235093846
صادقیه,170,3,10,0,12784933945
صادقیه,170,3,10,1,13867416918
صادقیه,170,3,15,0,12648897308
صادقیه,170,3,15,1,13056011355
صادقیه,170,3,20,0,11849700830
صادقیه,170,3,20,1,12365240602
صادقیه,170,3,25,0,11306166101
صادقیه,170,3,25,1,11725389428
صادقیه,170,4,0,0,14640936753
صادقیه,170,4,0,1,15541993580
صادقیه,170,4,5,0,14444916482
صادقیه,170,4,5,1,14814736012
صادقیه,170,4,10,0,13846112267
صادقیه,170,4,10,1,14477698203
صادقیه,170,4,15,0,13191700255
صادقیه,170,4,15,1,13608125015
صادقیه,170,4,20,0,12405797671
صادقیه,170,4,20,1,13174456648
صادقیه,170,4,25,0,11644250054
صادقیه,170,4,25,1,12569552173
صادقیه,170,5,0,0,15067295339
صادقیه,170,5,0,1,15782121377
صادقیه,170,5,5,0,14933005256
صادقیه,170,5,5,1,15532263711
صادقیه,170,5,10,0,14303061419
صادقیه,170,5,10,1,14717667283
صادقیه,170,5,15,0,13697062370
صادقیه,170,5,15,1,14362828641
صادقیه,170,5,20,0,12893559465
صادقیه,170,5,20,1,13287519367
صادقیه,170,5,25,0,12106653936
صادقیه,170,5,25,1,13097101634
صادقیه,180,1,0,0,13975245683
صادقیه,180,1,0,1,14939885187
صادقیه,180,1,5,0,13206575995
صادقیه,180,1,5,1,14296831818
صادقیه,180,1,10,0,12934410918
صادقیه,180,1,10,1,13366963374
صادقیه,180,1,15,0,12217779978
صادقیه,180,1,15,1,13193272374
صادقیه,180,1,20,0,11516448468
صادقیه,180,1,20,1,12195933241
صادقیه,180,1,25,0,11145622736
صادقیه,180,1,25,1,11750819069
صادقیه,180,2,0,0,14542403646
صادقیه,180,2,0,1,14978371575
صادقیه,180,2,5,0,13950752108
صادقیه,180,2,5,1,14494600197
صادقیه,180,2,10,0,13219296514
صادقیه,180,2,10,1,13961917649
صادقیه,180,2,15,0,12695650717
صادقیه,180,2,15,1,13663032980
صادقیه,180,2,20,0,12347521341
صادقیه,180,2,20,1,12549202208
صادقیه,180,2,25,0,11258943511
صادقیه,180,2,25,1,12225115079
صادقیه,180,3,0,0,15292045235
صادقیه,180,3,0,1,15965262271
صادقیه,180,3,5,0,14100659280
صادقیه,180,3,5,1,14926745979
صادقیه,180,3,10,0,14000884298
صادقیه,180,3,10,1,14767349889
صادقیه,180,3,15,0,13280690456
صادقیه,180,3,15,1,13885830931
صادقیه,180,3,20,0,12620671915
صادقیه,180,3,20,1,13311554100
صادقیه,180,3,25,0,11735976953
صادقیه,180,3,25,1,12605388209
صادقیه,180,4,0,0,15571427159
صادقیه,180,4,0,1,16479253098
صادقیه,180,4,5,0,14667675794
صادقیه,180,4,5,1,15548699851
صادقیه,180,4,10,0,14151383427
صادقیه,180,4,10,1,14855275861
صادقیه,180,4,15,0,13683507761
صادقیه,180,4,15,1,14346666779
صادقیه,180,4,20,0,12829283261
صادقیه,180,4,20,1,13831264316
صادقیه,180,4,25,0,12576080752
صادقیه,180,4,25,1,13294957329
صادقیه,180,5,0,0,16195207743
صادقیه,180,5,0,1,16947062852
صادقیه,180,5,5,0,15594903570
صادقیه,180,5,5,1,16195014958
صادقیه,180,5,10,0,14642314684
صادقیه,180,5,10,1,15518104240
صادقیه,180,5,15,0,14203275708
صادقیه,180,5,15,1,15015257214
صادقیه,180,5,20,0,13833395093
صادقیه,180,5,20,1,14228876021
صادقیه,180,5,25,0,12887858228
صادقیه,180,5,25,1,13529157015
صادقیه,190,1,0,0,14687546763
صادقیه,190,1,0,1,15711951652
صادقیه,190,1,5,0,14352183571
صادقیه,190,1,5,1,14572358894
صادقیه,190,1,10,0,13550227782
صادقیه,190,1,10,1,14525410534
صادقیه,190,1,15,0,12896277565
صادقیه,190,1,15,1,13439925428
صادقیه,190,1,20,0,12512107456
صادقیه,190,1,20,1,13043030686
صادقیه,190,1,25,0,11805440627
صادقیه,190,1,25,1,12615165057
صادقیه,190,2,0,0,15006982712
صادقیه,190,2,0,1,15996522390
صادقیه,190,2,5,0,14588517276
صادقیه,190,2,5,1,15392106394
صادقیه,190,2,10,0,14029921528
صادقیه,190,2,10,1,14641271538
صادقیه,190,2,15,0,13580715486
صادقیه,190,2,15,1,14063969668
صادقیه,190,2,20,0,12934355818
صادقیه,190,2,20,1,13833510489
صادقیه,190,2,25,0,12172416617
صادقیه,190,2,25,1,13024213940
صادقیه,190,3,0,0,15506401761
صادقیه,190,3,0,1,16744065157
صادقیه,190,3,5,0,15281361584
صادقیه,190,3,5,1,16108223471
صادقیه,190,3,10,0,14806732837
صادقیه,190,3,10,1,14969441928
صادقیه,190,3,15,0,13713913352
صادقیه,190,3,15,1,14376323509
صادقیه,190,3,20,0,13114923847
صادقیه,190,3,20,1,14025877449
صادقیه,190,3,25,0,12494865657
صادقیه,190,3,25,1,13298669289
صادقیه,190,4,0,0,16286718932
صادقیه,190,4,0,1,16751061879
صادقیه,190,4,5,0,15844573873
صادقیه,190,4,5,1,16604708106
صادقیه,190,4,10,0,14798251645
صادقیه,190,4,10,1,15645505150
صادقیه,190,4,15,0,14640766773
صادقیه,190,4,15,1,15069392287
صادقیه,190,4,20,0,13895338781
صادقیه,190,4,20,1,14434359299
صادقیه,190,4,25,0,13331524063
صادقیه,190,4,25,1,13956788742
صادقیه,190,5,0,0,16709961688
صادقیه,190,5,0,1,17647103187
صادقیه,190,5,5,0,15971081334
صادقیه,190,5,5,1,17076846365
صادقیه,190,5,10,0,15573033964
صادقیه,190,5,10,1,16509172616
صادقیه,190,5,15,0,14751958601
صادقیه,190,5,15,1,15772304847
صادقیه,190,5,20,0,14100606471
صادقیه,190,5,20,1,15104054377
صادقیه,190,5,25,0,13491501886
صادقیه,190,5,25,1,14657371155
صادقیه,200,1,0,0,15202442377
صادقیه,200,1,0,1,16462501481
صادقیه,200,1,5,0,15073349357
صادقیه,200,1,5,1,15861360748
صادقیه,200,1,10,0,14121625782
صادقیه,200,1,10,1,15198759088
صادقیه,200,1,15,0,13412751628
صادقیه,200,1,15,1,14313552196
صادقیه,200,1,20,0,13311165801
صادقیه,200,1,20,1,13663539430
صادقیه,200,1,25,0,12777414249
صادقیه,200,1,25,1,13288046468
صادقیه,200,2,0,0,15974859083
صادقیه,200,2,0,1,16711405677
صادقیه,200,2,5,0,15624446903
صادقیه,200,2,5,1,15823262385
صادقیه,200,2,10,0,14539022882
صادقیه,200,2,10,1,15556672905
صادقیه,200,2,15,0,14469369039
صادقیه,200,2,15,1,15014308486
صادقیه,200,2,20,0,13592825728
صادقیه,200,2,20,1,14358906416
صادقیه,200,2,25,0,12800686319
صادقیه,200,2,25,1,13705544589
صادقیه,200,3,0,0,16419510275
صادقیه,200,3,0,1,17045636923
صادقیه,200,3,5,0,16022120887
صادقیه,200,3,5,1,16711440620
صادقیه,200,3,10,0,15299813715
صادقیه,200,3,10,1,15820870319
صادقیه,200,3,15,0,14790723690
صادقیه,200,3,15,1,15196561506
صادقیه,200,3,20,0,14155055738
صادقیه,200,3,20,1,14816574173
صادقیه,200,3,25,0,13415304700
صادقیه,200,3,25,1,14478887771
صادقیه,200,4,0,0,17155128306
صادقیه,200,4,0,1,17640950863
صادقیه,200,4,5,0,16141755718
صادقیه,200,4,5,1,17098267100
صادقیه,200,4,10,0,15621016315
صادقیه,200,4,10,1,16410028369
صادقیه,200,4,15,0,15252606148
صادقیه,200,4,15,1,15790982717
صادقیه,200,4,20,0,14491551341
صادقیه,200,4,20,1,15041133740
صادقیه,200,4,25,0,14196437912
صادقیه,200,4,25,1,14843464817
صادقیه,200,5,0,0,17209638319
صادقیه,200,5,0,1,18345752212
صادقیه,200,5,5,0,17183587259
صادقیه,200,5,5,1,17806192121
صادقیه,200,5,10,0,16370613155
صادقیه,200,5,10,1,16965401665
صادقیه,200,5,15,0,15933189145
صادقیه,200,5,15,1,16431906309
صادقیه,200,5,20,0,15090738783
صادقیه,200,5,20,1,15832308787
صادقیه,200,5,25,0,14483724598
صادقیه,200,5,25,1,15295553996
صادقیه,210,1,0,0,16281943760
صادقیه,210,1,0,1,16925728013
صادقیه,210,1,5,0,15722261498
صادقیه,210,1,5,1,16209819452
صادقیه,210,1,10,0,14919089362
صادقیه,210,1,10,1,15757648406
صادقیه,210,1,15,0,14412207836
صادقیه,210,1,15,1,15283097551
صادقیه,210,1,20,0,13558682562
صادقیه,210,1,20,1,14489832015
صادقیه,210,1,25,0,13345762953
صادقیه,210,1,25,1,14040266911
صادقیه,210,2,0,0,16580857297
صادقیه,210,2,0,1,17499731080
صادقیه,210,2,5,0,16224125156
صادقیه,210,2,5,1,16820329535
صادقیه,210,2,10,0,15780498132
صادقیه,210,2,10,1,16223508175
صادقیه,210,2,15,0,15246928713
صادقیه,210,2,15,1,15812534653
صادقیه,210,2,20,0,14118696607
صادقیه,210,2,20,1,14837352347
صادقیه,210,2,25,0,14001052082
صادقیه,210,2,25,1,14735215655
صادقیه,210,3,0,0,17043123184
صادقیه,210,3,0,1,17959512643
صادقیه,210,3,5,0,16828072856
صادقیه,210,3,5,1,17484630092
صادقیه,210,3,10,0,15881648044
صادقیه,210,3,10,1,16825251201
صادقیه,210,3,15,0,15463651209
صادقیه,210,3,15,1,16368991382
صادقیه,210,3,20,0,14793979012
صادقیه,210,3,20,1,15669604384
صادقیه,210,3,25,0,13979601029
صادقیه,210,3,25,1,14870092418
صادقیه,210,4,0,0,17753236666
صادقیه,210,4,0,1,18382706002
صادقیه,210,4,5,0,17108092775
صادقیه,210,4,5,1,17785913314
صادقیه,210,4,10,0,16768902520
صادقیه,210,4,10,1,17547088670
صادقیه,210,4,15,0,16082727905
صادقیه,210,4,15,1,16538063512
صادقیه,210,4,20,0,15341102900
صادقیه,210,4,20,1,16181208893
صادقیه,210,4,25,0,14491218538
صادقیه,210,4,25,1,15244021554
صادقیه,210,5,0,0,18183625295
صادقیه,210,5,0,1,18816842330
صادقیه,210,5,5,0,17350478228
صادقیه,210,5,5,1,18278978284
صادقیه,210,5,10,0,17210920567
صادقیه,210,5,10,1,17530504317
صادقیه,210,5,15,0,16357266038
صادقیه,210,5,15,1,16872675726
صادقیه,210,5,20,0,15743851768
صادقیه,210,5,20,1,16516159959
صادقیه,210,5,25,0,15405231020
صادقیه,210,5,25,1,16049606772
صادقیه,220,1,0,0,17253620770
صادقیه,220,1,0,1,17955486426
صادقیه,220,1,5,0,16318517781
صادقیه,220,1,5,1,17042514034
صادقیه,220,1,10,0,15732513475
صادقیه,220,1,10,1,16641131895
صادقیه,220,1,15,0,14955237688
صادقیه,220,1,15,1,15677255209
صادقیه,220,1,20,0,14537408584
صادقیه,220,1,20,1,15464872660
صادقیه,220,1,25,0,14228448954
صادقیه,220,1,25,1,14582322958
صادقیه,220,2,0,0,17702301298
صادقیه,220,2,0,1,18233041664
صادقیه,220,2,5,0,16664371821
صادقیه,220,2,5,1,17651709813
صادقیه,220,2,10,0,16134965098
صادقیه,220,2,10,1,17207821765
صادقیه,220,2,15,0,15592605579
صادقیه,220,2,15,1,16541178968
صادقیه,220,2,20,0,15211529049
صادقیه,220,2,20,1,15855137944
صادقیه,220,2,25,0,14783706440
صادقیه,220,2,25,1,14906513596
صادقیه,220,3,0,0,18062896388
صادقیه,220,3,0,1,18795574153
صادقیه,220,3,5,0,17107739987
صادقیه,220,3,5,1,18194209787
صادقیه,220,3,10,0,16968068393
صادقیه,220,3,10,1,17713956356
صادقیه,220,3,15,0,16114729014
صادقیه,220,3,15,1,17147314061
صادقیه,220,3,20,0,15310938397
صادقیه,220,3,20,1,16238364911
صادقیه,220,3,25,0,15089567642
صادقیه,220,3,25,1,15695982854
صادقیه,220,4,0,0,18398485868
صادقیه,220,4,0,1,19157624494
صادقیه,220,4,5,0,17935395332
صادقیه,220,4,5,1,18787051894
صادقیه,220,4,10,0,17183500077
صادقیه,220,4,10,1,17943109700
صادقیه,220,4,15,0,16651787757
صادقیه,220,4,15,1,17346827671
صادقیه,220,4,20,0,15971814176
صادقیه,220,4,20,1,16672607749
صادقیه,220,4,25,0,15721937892
صادقیه,220,4,25,1,16213703786
صادقیه,220,5,0,0,18790460877
صادقیه,220,5,0,1,19898685027
صادقیه,220,5,5,0,18360231831
صادقیه,220,5,5,1,19291357063
صادقیه,220,5,10,0,17981962891
صادقیه,220,5,10,1,18546700097
صادقیه,220,5,15,0,17063328848
صادقیه,220,5,15,1,17857522471
صادقیه,220,5,20,0,16651680896
صادقیه,220,5,20,1,17224956332
صادقیه,220,5,25,0,16136362256
صادقیه,220,5,25,1,16754539312
صادقیه,230,1,0,0,17558486715
صادقیه,230,1,0,1,18197170656
صادقیه,230,1,5,0,17131037771
صادقیه,230,1,5,1,17916416281
صادقیه,230,1,10,0,16731262809
صادقیه,230,1,10,1,17446089889
صادقیه,230,1,15,0,15842091044
صادقیه,230,1,15,1,16795217457
صادقیه,230,1,20,0,15422209184
صادقیه,230,1,20,1,16134143252
صادقیه,230,1,25,0,15034507819
صادقیه,230,1,25,1,15240285617
صادقیه,230,2,0,0,18040445242
صادقیه,230,2,0,1,19140257863
صادقیه,230,2,5,0,17664742059
صادقیه,230,2,5,1,18148289223
صادقیه,230,2,10,0,16914165256
صادقیه,230,2,10,1,17979270432
صادقیه,230,2,15,0,16557671002
صادقیه,230,2,15,1,16985311253
صادقیه,230,2,20,0,16121739536
صادقیه,230,2,20,1,16289313483
صادقیه,230,2,25,0,15443479662
صادقیه,230,2,25,1,15960463322
صادقیه,230,3,0,0,18653821090
صادقیه,230,3,0,1,19518068670
صادقیه,230,3,5,0,18307745689
صادقیه,230,3,5,1,18913467811
صادقیه,230,3,10,0,17648992859
صادقیه,230,3,10,1,18115412728
صادقیه,230,3,15,0,16848074352
صادقیه,230,3,15,1,17357855736
صادقیه,230,3,20,0,16377822733
صادقیه,230,3,20,1,17234622985
صادقیه,230,3,25,0,15683557604
صادقیه,230,3,25,1,16214318656
صادقیه,230,4,0,0,19346529430
صادقیه,230,4,0,1,19765236384
صادقیه,230,4,5,0,18582663256
صادقیه,230,4,5,1,19300975167
صادقیه,230,4,10,0,17767883725
صادقیه,230,4,10,1,18576931377
صادقیه,230,4,15,0,17320696890
صادقیه,230,4,15,1,18257764386
صادقیه,230,4,20,0,16739559348
صادقیه,230,4,20,1,17339790918
صادقیه,230,4,25,0,16417423503
صادقیه,230,4,25,1,16788840429
صادقیه,230,5,0,0,19715405199
صادقیه,230,5,0,1,20406880261
صادقیه,230,5,5,0,19173697832
صادقیه,230,5,5,1,20029397405
صادقیه,230,5,10,0,18606103574
صادقیه,230,5,10,1,19487936503
صادقیه,230,5,15,0,18158628565
صادقیه,230,5,15,1,18416560530
صادقیه,230,5,20,0,17080646806
صادقیه,230,5,20,1,17962474505
صادقیه,230,5,25,0,16653334210
صادقیه,230,5,25,1,17360036189
صادقیه,240,1,0,0,18621384415
صادقیه,240,1,0,1,19418467628
صادقیه,240,1,5,0,17842974849
صادقیه,240,1,5,1,18400930573
صادقیه,240,1,10,0,17296163259
صادقیه,240,1,10,1,17861171056
صادقیه,240,1,15,0,16606368290
صادقیه,240,1,15,1,17384017216
صادقیه,240,1,20,0,15925761510
صادقیه,240,1,20,1,16959258114
صادقیه,240,1,25,0,15612006087
صادقیه,240,1,25,1,16227893548
صادقیه,240,2,0,0,18867509674
صادقیه,240,2,0,1,19921722999
صادقیه,240,2,5,0,18327694005
صادقیه,240,2,5,1,19230705707
صادقیه,240,2,10,0,17899137257
صادقیه,240,2,10,1,18623783382
صادقیه,240,2,15,0,16998682113
صادقیه,240,2,15,1,17916970121
صادقیه,240,2,20,0,16459492728
صادقیه,240,2,20,1,17107407444
صادقیه,240,2,25,0,15825984373
صادقیه,240,2,25,1,16543395907
صادقیه,240,3,0,0,19786088871
صادقیه,240,3,0,1,20340691742
صادقیه,240,3,5,0,18664235153
صادقیه,240,3,5,1,19657427974
صادقیه,240,3,10,0,18097444798
صادقیه,240,3,10,1,19139032870
صادقیه,240,3,15,0,17676992881
صادقیه,240,3,15,1,18250836131
صادقیه,240,3,20,0,17383019178
صادقیه,240,3,20,1,18055933854
صادقیه,240,3,25,0,16618632764
صادقیه,240,3,25,1,17069249742
صادقیه,240,4,0,0,19833064321
صادقیه,240,4,0,1,20870244404
صادقیه,240,4,5,0,19228068330
صادقیه,240,4,5,1,20186165731
صادقیه,240,4,10,0,18677032920
صادقیه,240,4,10,1,19566423869
صادقیه,240,4,15,0,18049728521
صادقیه,240,4,15,1,19055905324
صادقیه,240,4,20,0,17761001115
صادقیه,240,4,20,1,18370383869
صادقیه,240,4,25,0,16821631920
صادقیه,240,4,25,1,17400418334
صادقیه,240,5,0,0,20577194256
صادقیه,240,5,0,1,20904061871
صادقیه,240,5,5,0,20080399692
صادقیه,240,5,5,1,20772688270
صادقیه,240,5,10,0,19060756767
صادقیه,240,5,10,1,20247247805
صادقیه,240,5,15,0,18965586489
صادقیه,240,5,15,1,19471677780
صادقیه,240,5,20,0,18240042168
صادقیه,240,5,20,1,18956749527
صادقیه,240,5,25,0,17316274421
صادقیه,240,5,25,1,18305698571
صادقیه,250,1,0,0,19457207364
صادقیه,250,1,0,1,20240356624
صادقیه,250,1,5,0,18427972327
صادقیه,250,1,5,1,19072546596
صادقیه,250,1,10,0,18261269425
صادقیه,250,1,10,1,18719646100
صادقیه,250,1,15,0,17625282100
صادقیه,250,1,15,1,17877811227
صادقیه,250,1,20,0,16999361064
صادقیه,250,1,20,1,17722174753
صادقیه,250,1,25,0,16147564425
صادقیه,250,1,25,1,16916326539
صادقیه,250,2,0,0,19760772007
صادقیه,250,2,0,1,20598975237
صادقیه,250,2,5,0,18879714194
صادقیه,250,2,5,1,20004764643
صادقیه,250,2,10,0,18637630574
صادقیه,250,2,10,1,18984951028
صادقیه,250,2,15,0,18122688550
صادقیه,250,2,15,1,18385255980
صادقیه,250,2,20,0,17106027856
صادقیه,250,2,20,1,18178656645
صادقیه,250,2,25,0,16915915426
صادقیه,250,2,25,1,17510656255
صادقیه,250,3,0,0,20322899007
صادقیه,250,3,0,1,20684579429
صادقیه,250,3,5,0,19377271401
صادقیه,250,3,5,1,20512841509
صادقیه,250,3,10,0,19033961618
صادقیه,250,3,10,1,19887902877
صادقیه,250,3,15,0,18714543123
صادقیه,250,3,15,1,18897036026
صادقیه,250,3,20,0,17557067263
صادقیه,250,3,20,1,18560117573
صادقیه,250,3,25,0,17111083935
صادقیه,250,3,25,1,17930293859
صادقیه,250,4,0,0,20968669483
صادقیه,250,4,0,1,21486461740
صادقیه,250,4,5,0,20033431916
صادقیه,250,4,5,1,20552726142
صادقیه,250,4,10,0,19552426244
صادقیه,250,4,10,1,20108136626
صادقیه,250,4,15,0,19061318473
صادقیه,250,4,15,1,19679501913
صادقیه,250,4,20,0,18376948763
صادقیه,250,4,20,1,18767506083
صادقیه,250,4,25,0,17749158564
صادقیه,250,4,25,1,18488085786
صادقیه,250,5,0,0,21230963045
صادقیه,250,5,0,1,21964965413
صادقیه,250,5,5,0,20583942104
صادقیه,250,5,5,1,21137032054
صادقیه,250,5,10,0,20299250906
صادقیه,250,5,10,1,20756260101
صادقیه,250,5,15,0,19242239876
صادقیه,250,5,15,1,20436115284
صادقیه,250,5,20,0,18908409530
صادقیه,250,5,20,1,19338476403
صادقیه,250,5,25,0,18064835694
صادقیه,250,5,25,1,19057476636
صادقیه,260,1,0,0,19883881146
صادقیه,260,1,0,1,20911217329
صادقیه,260,1,5,0,19568556914
صادقیه,260,1,5,1,20290220922
صادقیه,260,1,10,0,18660760671
صادقیه,260,1,10,1,19771103236
صادقیه,260,1,15,0,18229171694
صادقیه,260,1,15,1,18920036555
صادقیه,260,1,20,0,17622022361
صادقیه,260,1,20,1,18338530158
صادقیه,260,1,25,0,16874212815
صادقیه,260,1,25,1,17506208953
صادقیه,260,2,0,0,20377030780
صادقیه,260,2,0,1,20926737127
صادقیه,260,2,5,0,19956089826
صادقیه,260,2,5,1,20532486793
صادقیه,260,2,10,0,19462908973
صادقیه,260,2,10,1,19704657737
صادقیه,260,2,15,0,18535562606
صادقیه,260,2,15,1,19667315773
صادقیه,260,2,20,0,17808222749
صادقیه,260,2,20,1,18922901768
صادقیه,260,2,25,0,17318644400
صادقیه,260,2,25,1,18394444423
صادقیه,260,3,0,0,20916203651
صادقیه,260,3,0,1,21751513120
صادقیه,260,3,5,0,20532851065
صادقیه,260,3,5,1,21077315440
صادقیه,260,3,10,0,20096229206
صادقیه,260,3,10,1,20315718036
صادقیه,260,3,15,0,19377715540
صادقیه,260,3,15,1,19739415053
صادقیه,260,3,20,0,18616233457
صادقیه,260,3,20,1,19253501171
صادقیه,260,3,25,0,17836834569
صادقیه,260,3,25,1,18848194967
صادقیه,260,4,0,0,21730714437
صادقیه,260,4,0,1,21927112652
صادقیه,260,4,5,0,21132797245
صادقیه,260,4,5,1,21755599091
صادقیه,260,4,10,0,20289117487
صادقیه,260,4,10,1,21102798517
صادقیه,260,4,15,0,19749593317
صادقیه,260,4,15,1,20617242412
صادقیه,260,4,20,0,18970564237
صادقیه,260,4,20,1,19722671606
صادقیه,260,4,25,0,18377279853
صادقیه,260,4,25,1,19309635696
صادقیه,260,5,0,0,22087755043
صادقیه,260,5,0,1,22870963120
صادقیه,260,5,5,0,21633396319
صادقیه,260,5,5,1,22089538663
صادقیه,260,5,10,0,20572362097
صادقیه,260,5,10,1,21494354865
صادقیه,260,5,15,0,20276135116
صادقیه,260,5,15,1,20887560385
صادقیه,260,5,20,0,19677095227
صادقیه,260,5,20,1,20033335772
صادقیه,260,5,25,0,19123747415
صادقیه,260,5,25,1,19987454377
صادقیه,270,1,0,0,20518140710
صادقیه,270,1,0,1,21605038744
صادقیه,270,1,5,0,20414719149
صادقیه,270,1,5,1,20897719831
صادقیه,270,1,10,0,19645475555
صادقیه,270,1,10,1,20314276784
صادقیه,270,1,15,0,18759936782
صادقیه,270,1,15,1,19552734917
صادقیه,270,1,20,0,18327881498
صادقیه,270,1,20,1,19074982564
صادقیه,270,1,25,0,17624795265
صادقیه,270,1,25,1,18230452314
صادقیه,270,2,0,0,21267950703
صادقیه,270,2,0,1,21734874064
صادقیه,270,2,5,0,20855605220
صادقیه,270,2,5,1,21607126498
صادقیه,270,2,10,0,19956385529
صادقیه,270,2,10,1,20684955714
صادقیه,270,2,15,0,19607585549
صادقیه,270,2,15,1,20166543632
صادقیه,270,2,20,0,18915534282
صادقیه,270,2,20,1,19520795670
صادقیه,270,2,25,0,18290580133
صادقیه,270,2,25,1,18811545122
صادقیه,270,3,0,0,21665350980
صادقیه,270,3,0,1,22400909399
صادقیه,270,3,5,0,21322072398
صادقیه,270,3,5,1,22027459228
صادقیه,270,3,10,0,20410344850
صادقیه,270,3,10,1,21072035081
صادقیه,270,3,15,0,20099271157
صادقیه,270,3,15,1,20686253307
صادقیه,270,3,20,0,19159035625
صادقیه,270,3,20,1,19841651923
صادقیه,270,3,25,0,18640979601
صادقیه,270,3,25,1,19436090706
صادقیه,270,4,0,0,22401294561
صادقیه,270,4,0,1,22794005982
صادقیه,270,4,5,0,21635402995
صادقیه,270,4,5,1,22435396080
صادقیه,270,4,10,0,21295834753
صادقیه,270,4,10,1,21854093571
صادقیه,270,4,15,0,20547583302
صادقیه,270,4,15,1,20922486211
صادقیه,270,4,20,0,19619575218
صادقیه,270,4,20,1,20812488420
صادقیه,270,4,25,0,19437397681
صادقیه,270,4,25,1,20227198246
صادقیه,270,5,0,0,23039542517
صادقیه,270,5,0,1,23375879310
صادقیه,270,5,5,0,22263845964
صادقیه,270,5,5,1,22745207917
صادقیه,270,5,10,0,21331509535
صادقیه,270,5,10,1,22205094091
صادقیه,270,5,15,0,21098505279
صادقیه,270,5,15,1,21942084641
صادقیه,270,5,20,0,20093886731
صادقیه,270,5,20,1,20757610801
صادقیه,270,5,25,0,19883112890
صادقیه,270,5,25,1,20251319405
صادقیه,280,1,0,0,21216898006
صادقیه,280,1,0,1,22317183954
صادقیه,280,1,5,0,20935035098
صادقیه,280,1,5,1,21470325884
صادقیه,280,1,10,0,20155151713
صادقیه,280,1,10,1,21163067779
صادقیه,280,1,15,0,19919275637
صادقیه,280,1,15,1,20377083711
صادقیه,280,1,20,0,18824518091
صادقیه,280,1,20,1,19558346155
صادقیه,280,1,25,0,18725255410
صادقیه,280,1,25,1,19396410774
صادقیه,280,2,0,0,21976389416
صادقیه,280,2,0,1,22662863941
صادقیه,280,2,5,0,21274065974
صادقیه,280,2,5,1,22328034909
صادقیه,280,2,10,0,20676128403
صادقیه,280,2,10,1,21313110571
صادقیه,280,2,15,0,19938902472
صادقیه,280,2,15,1,21176698316
صادقیه,280,2,20,0,19469697510
صادقیه,280,2,20,1,20518510903
صادقیه,280,2,25,0,18960014380
صادقیه,280,2,25,1,19603291730
صادقیه,280,3,0,0,22455190383
صادقیه,280,3,0,1,22960212136
صادقیه,280,3,5,0,21681682125
صادقیه,280,3,5,1,22638790699
صادقیه,280,3,10,0,21520090024
صادقیه,280,3,10,1,22293533629
صادقیه,280,3,15,0,20580525415
صادقیه,280,3,15,1,21258377953
صادقیه,280,3,20,0,20001971250
صادقیه,280,3,20,1,20965152546
صادقیه,280,3,25,0,19606705858
صادقیه,280,3,25,1,20411677491
صادقیه,280,4,0,0,23199073430
صادقیه,280,4,0,1,23590861136
صادقیه,280,4,5,0,22374330635
صادقیه,280,4,5,1,23331558612
صادقیه,280,4,10,0,21993933969
صادقیه,280,4,10,1,22790547415
صادقیه,280,4,15,0,21041419461
صادقیه,280,4,15,1,22128274355
صادقیه,280,4,20,0,20327432435
صادقیه,280,4,20,1,21187015574
صادقیه,280,4,25,0,19840285446
صادقیه,280,4,25,1,20836177305
صادقیه,280,5,0,0,23201399189
صادقیه,280,5,0,1,24240081241
صادقیه,280,5,5,0,22853495665
صادقیه,280,5,5,1,23348441301
صادقیه,280,5,10,0,22099480854
صادقیه,280,5,10,1,23240640431
صادقیه,280,5,15,0,21910090523
